mask,id,gender,age,img_path,age_group,label
0,001362,1,28,/opt/ml/input/data/train/images/001362_female_Asian_28/mask5.jpg,0,3
0,001362,1,28,/opt/ml/input/data/train/images/001362_female_Asian_28/mask3.jpg,0,3
0,001362,1,28,/opt/ml/input/data/train/images/001362_female_Asian_28/mask1.jpg,0,3
0,001362,1,28,/opt/ml/input/data/train/images/001362_female_Asian_28/mask4.jpg,0,3
1,001362,1,28,/opt/ml/input/data/train/images/001362_female_Asian_28/incorrect_mask.jpg,0,9
0,001362,1,28,/opt/ml/input/data/train/images/001362_female_Asian_28/mask2.jpg,0,3
0,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/mask5.jpg,2,5
0,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/mask1.jpg,2,5
0,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/mask2.jpg,2,5
1,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/incorrect_mask.jpg,2,11
0,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/mask4.jpg,2,5
0,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/mask3.jpg,2,5
2,001363,1,60,/opt/ml/input/data/train/images/001363_female_Asian_60/normal.jpg,2,17
0,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/mask1.jpg,0,0
2,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/normal.jpg,0,12
0,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/mask2.jpg,0,0
1,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/incorrect_mask.jpg,0,6
0,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/mask4.jpg,0,0
0,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/mask3.jpg,0,0
0,001364,0,28,/opt/ml/input/data/train/images/001364_male_Asian_28/mask5.jpg,0,0
0,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/mask3.jpg,0,0
1,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/incorrect_mask.jpg,0,6
0,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/mask4.jpg,0,0
0,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/mask1.jpg,0,0
0,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/mask5.jpg,0,0
2,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/normal.jpg,0,12
0,001366,0,24,/opt/ml/input/data/train/images/001366_male_Asian_24/mask2.jpg,0,0
0,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/mask2.jpg,0,0
2,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/normal.jpg,0,12
0,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/mask5.jpg,0,0
1,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/incorrect_mask.jpg,0,6
0,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/mask4.jpg,0,0
0,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/mask3.jpg,0,0
0,001367,0,21,/opt/ml/input/data/train/images/001367_male_Asian_21/mask1.jpg,0,0
0,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/mask5.jpg,0,3
2,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/normal.jpg,0,15
0,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/mask2.jpg,0,3
1,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/incorrect_mask.jpg,0,9
0,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/mask4.jpg,0,3
0,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/mask3.jpg,0,3
0,001368,1,22,/opt/ml/input/data/train/images/001368_female_Asian_22/mask1.jpg,0,3
0,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/mask5.jpg,0,0
0,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/mask1.jpg,0,0
0,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/mask3.jpg,0,0
0,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/mask4.jpg,0,0
1,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/incorrect_mask.jpg,0,6
0,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/mask2.jpg,0,0
2,001373,0,23,/opt/ml/input/data/train/images/001373_male_Asian_23/normal.jpg,0,12
0,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/mask1.jpg,1,4
1,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/incorrect_mask.jpg,1,10
0,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/mask5.jpg,1,4
2,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/normal.jpg,1,16
0,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/mask3.jpg,1,4
0,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/mask2.jpg,1,4
0,001376,1,58,/opt/ml/input/data/train/images/001376_female_Asian_58/mask4.jpg,1,4
0,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/mask4.jpg,1,4
0,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/mask3.jpg,1,4
0,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/mask1.jpg,1,4
0,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/mask2.jpg,1,4
0,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/mask5.jpg,1,4
1,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/incorrect_mask.jpg,1,10
2,001378,1,55,/opt/ml/input/data/train/images/001378_female_Asian_55/normal.jpg,1,16
0,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/mask4.jpg,0,0
0,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/mask2.jpg,0,0
1,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/incorrect_mask.jpg,0,6
0,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/mask5.jpg,0,0
2,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/normal.jpg,0,12
0,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/mask1.jpg,0,0
0,001381,0,23,/opt/ml/input/data/train/images/001381_male_Asian_23/mask3.jpg,0,0
0,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/mask2.jpg,2,5
2,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/normal.jpg,2,17
0,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/mask3.jpg,2,5
0,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/mask1.jpg,2,5
0,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/mask5.jpg,2,5
1,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/incorrect_mask.jpg,2,11
0,001382,1,60,/opt/ml/input/data/train/images/001382_female_Asian_60/mask4.jpg,2,5
2,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/normal.jpg,0,15
0,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/mask3.jpg,0,3
0,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/mask5.jpg,0,3
0,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/mask2.jpg,0,3
0,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/mask1.jpg,0,3
1,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/incorrect_mask.jpg,0,9
0,001384,1,22,/opt/ml/input/data/train/images/001384_female_Asian_22/mask4.jpg,0,3
2,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/normal.jpg,0,15
0,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/mask5.jpg,0,3
0,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/mask1.jpg,0,3
0,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/mask3.jpg,0,3
0,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/mask4.jpg,0,3
1,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/incorrect_mask.jpg,0,9
0,001386,1,20,/opt/ml/input/data/train/images/001386_female_Asian_20/mask2.jpg,0,3
0,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/mask4.jpg,0,3
2,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/normal.jpg,0,15
0,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/mask5.jpg,0,3
0,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/mask1.jpg,0,3
0,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/mask2.jpg,0,3
1,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/incorrect_mask.jpg,0,9
0,001387,1,21,/opt/ml/input/data/train/images/001387_female_Asian_21/mask3.jpg,0,3
0,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/mask2.jpg,0,0
0,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/mask3.jpg,0,0
0,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/mask1.jpg,0,0
1,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/incorrect_mask.jpg,0,6
0,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/mask4.jpg,0,0
2,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/normal.jpg,0,12
0,001388,0,21,/opt/ml/input/data/train/images/001388_male_Asian_21/mask5.jpg,0,0
1,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/incorrect_mask.jpg,0,6
0,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/mask5.jpg,0,0
0,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/mask2.jpg,0,0
0,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/mask4.jpg,0,0
0,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/mask3.jpg,0,0
2,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/normal.jpg,0,12
0,001389,0,21,/opt/ml/input/data/train/images/001389_male_Asian_21/mask1.jpg,0,0
0,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/mask3.jpg,1,1
0,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/mask4.jpg,1,1
2,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/normal.jpg,1,13
1,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/incorrect_mask.jpg,1,7
0,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/mask2.jpg,1,1
0,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/mask1.jpg,1,1
0,001390,0,56,/opt/ml/input/data/train/images/001390_male_Asian_56/mask5.jpg,1,1
1,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/incorrect_mask.jpg,0,6
0,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/mask4.jpg,0,0
2,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/normal.jpg,0,12
0,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/mask5.jpg,0,0
0,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/mask1.jpg,0,0
0,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/mask2.jpg,0,0
0,001393,0,24,/opt/ml/input/data/train/images/001393_male_Asian_24/mask3.jpg,0,0
1,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/incorrect_mask.jpg,0,6
0,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/mask5.jpg,0,0
0,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/mask1.jpg,0,0
2,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/normal.jpg,0,12
0,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/mask2.jpg,0,0
0,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/mask3.jpg,0,0
0,001394,0,25,/opt/ml/input/data/train/images/001394_male_Asian_25/mask4.jpg,0,0
0,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/mask4.jpg,1,1
2,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/normal.jpg,1,13
0,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/mask2.jpg,1,1
0,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/mask3.jpg,1,1
0,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/mask5.jpg,1,1
0,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/mask1.jpg,1,1
1,001395,0,59,/opt/ml/input/data/train/images/001395_male_Asian_59/incorrect_mask.jpg,1,7
1,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/incorrect_mask.jpg,1,7
0,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/mask2.jpg,1,1
2,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/normal.jpg,1,13
0,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/mask1.jpg,1,1
0,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/mask5.jpg,1,1
0,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/mask3.jpg,1,1
0,001396,0,45,/opt/ml/input/data/train/images/001396_male_Asian_45/mask4.jpg,1,1
0,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/mask4.jpg,1,1
0,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/mask3.jpg,1,1
1,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/incorrect_mask.jpg,1,7
0,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/mask1.jpg,1,1
0,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/mask5.jpg,1,1
2,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/normal.jpg,1,13
0,001401,0,48,/opt/ml/input/data/train/images/001401_male_Asian_48/mask2.jpg,1,1
0,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/mask3.jpg,0,0
0,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/mask1.jpg,0,0
0,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/mask4.jpg,0,0
1,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/incorrect_mask.jpg,0,6
0,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/mask2.jpg,0,0
0,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/mask5.jpg,0,0
2,001403,0,18,/opt/ml/input/data/train/images/001403_male_Asian_18/normal.jpg,0,12
0,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/mask1.jpg,1,1
0,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/mask2.jpg,1,1
1,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/incorrect_mask.jpg,1,7
2,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/normal.jpg,1,13
0,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/mask3.jpg,1,1
0,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/mask4.jpg,1,1
0,001405,0,55,/opt/ml/input/data/train/images/001405_male_Asian_55/mask5.jpg,1,1
0,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/mask1.jpg,1,1
0,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/mask5.jpg,1,1
2,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/normal.jpg,1,13
1,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/incorrect_mask.jpg,1,7
0,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/mask2.jpg,1,1
0,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/mask3.jpg,1,1
0,001406,0,57,/opt/ml/input/data/train/images/001406_male_Asian_57/mask4.jpg,1,1
0,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/mask2.jpg,1,1
1,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/incorrect_mask.jpg,1,7
0,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/mask4.jpg,1,1
2,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/normal.jpg,1,13
0,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/mask5.jpg,1,1
0,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/mask3.jpg,1,1
0,001407,0,43,/opt/ml/input/data/train/images/001407_male_Asian_43/mask1.jpg,1,1
0,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/mask5.jpg,1,1
0,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/mask2.jpg,1,1
0,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/mask1.jpg,1,1
0,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/mask3.jpg,1,1
0,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/mask4.jpg,1,1
1,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/incorrect_mask.jpg,1,7
2,001409,0,41,/opt/ml/input/data/train/images/001409_male_Asian_41/normal.jpg,1,13
0,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/mask4.jpg,0,0
0,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/mask1.jpg,0,0
0,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/mask3.jpg,0,0
1,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/incorrect_mask.jpg,0,6
0,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/mask2.jpg,0,0
0,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/mask5.jpg,0,0
2,001411,0,26,/opt/ml/input/data/train/images/001411_male_Asian_26/normal.jpg,0,12
0,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/mask1.jpg,1,1
0,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/mask3.jpg,1,1
0,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/mask4.jpg,1,1
1,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/incorrect_mask.jpg,1,7
0,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/mask2.jpg,1,1
0,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/mask5.jpg,1,1
2,001412,0,50,/opt/ml/input/data/train/images/001412_male_Asian_50/normal.jpg,1,13
0,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/mask5.jpg,1,1
0,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/mask4.jpg,1,1
0,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/mask3.jpg,1,1
2,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/normal.jpg,1,13
0,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/mask2.jpg,1,1
1,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/incorrect_mask.jpg,1,7
0,001413,0,57,/opt/ml/input/data/train/images/001413_male_Asian_57/mask1.jpg,1,1
0,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/mask2.jpg,1,1
2,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/normal.jpg,1,13
0,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/mask5.jpg,1,1
0,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/mask1.jpg,1,1
0,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/mask3.jpg,1,1
0,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/mask4.jpg,1,1
1,001417,0,58,/opt/ml/input/data/train/images/001417_male_Asian_58/incorrect_mask.jpg,1,7
1,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/incorrect_mask.jpg,1,7
0,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/mask2.jpg,1,1
0,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/mask4.jpg,1,1
0,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/mask1.jpg,1,1
0,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/mask5.jpg,1,1
2,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/normal.jpg,1,13
0,001418,0,59,/opt/ml/input/data/train/images/001418_male_Asian_59/mask3.jpg,1,1
0,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/mask1.jpg,1,1
0,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/mask2.jpg,1,1
1,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/incorrect_mask.jpg,1,7
0,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/mask4.jpg,1,1
0,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/mask3.jpg,1,1
0,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/mask5.jpg,1,1
2,001419,0,59,/opt/ml/input/data/train/images/001419_male_Asian_59/normal.jpg,1,13
0,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/mask5.jpg,1,1
2,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/normal.jpg,1,13
0,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/mask4.jpg,1,1
1,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/incorrect_mask.jpg,1,7
0,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/mask2.jpg,1,1
0,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/mask3.jpg,1,1
0,001420,0,49,/opt/ml/input/data/train/images/001420_male_Asian_49/mask1.jpg,1,1
0,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/mask4.jpg,1,1
0,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/mask1.jpg,1,1
0,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/mask5.jpg,1,1
0,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/mask2.jpg,1,1
2,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/normal.jpg,1,13
0,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/mask3.jpg,1,1
1,001422,0,58,/opt/ml/input/data/train/images/001422_male_Asian_58/incorrect_mask.jpg,1,7
0,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/mask3.jpg,1,1
0,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/mask4.jpg,1,1
0,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/mask2.jpg,1,1
0,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/mask5.jpg,1,1
2,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/normal.jpg,1,13
0,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/mask1.jpg,1,1
1,001423,0,53,/opt/ml/input/data/train/images/001423_male_Asian_53/incorrect_mask.jpg,1,7
0,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/mask2.jpg,1,1
1,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/incorrect_mask.jpg,1,7
0,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/mask4.jpg,1,1
0,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/mask3.jpg,1,1
0,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/mask1.jpg,1,1
0,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/mask5.jpg,1,1
2,001424,0,55,/opt/ml/input/data/train/images/001424_male_Asian_55/normal.jpg,1,13
0,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/mask5.jpg,1,1
0,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/mask1.jpg,1,1
0,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/mask3.jpg,1,1
0,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/mask4.jpg,1,1
2,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/normal.jpg,1,13
0,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/mask2.jpg,1,1
1,001430,0,52,/opt/ml/input/data/train/images/001430_male_Asian_52/incorrect_mask.jpg,1,7
0,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/mask5.jpg,1,1
0,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/mask1.jpg,1,1
0,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/mask3.jpg,1,1
1,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/incorrect_mask.jpg,1,7
0,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/mask2.jpg,1,1
0,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/mask4.jpg,1,1
2,001432,0,53,/opt/ml/input/data/train/images/001432_male_Asian_53/normal.jpg,1,13
0,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/mask4.jpg,1,1
1,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/incorrect_mask.jpg,1,7
0,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/mask3.jpg,1,1
0,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/mask1.jpg,1,1
0,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/mask5.jpg,1,1
2,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/normal.jpg,1,13
0,001433,0,52,/opt/ml/input/data/train/images/001433_male_Asian_52/mask2.jpg,1,1
2,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/normal.jpg,1,13
0,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/mask4.jpg,1,1
0,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/mask5.jpg,1,1
0,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/mask2.jpg,1,1
1,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/incorrect_mask.jpg,1,7
0,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/mask1.jpg,1,1
0,001436,0,57,/opt/ml/input/data/train/images/001436_male_Asian_57/mask3.jpg,1,1
0,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/mask5.jpg,1,1
0,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/mask3.jpg,1,1
0,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/mask4.jpg,1,1
1,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/incorrect_mask.jpg,1,7
2,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/normal.jpg,1,13
0,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/mask1.jpg,1,1
0,001439,0,58,/opt/ml/input/data/train/images/001439_male_Asian_58/mask2.jpg,1,1
2,001441,1,54,/opt/ml/input/data/train/images/001441_female_Asian_54/normal.jpg,1,16
